"거주자우선주차구획번호",거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지도로명주소,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금할인정보,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자
26530-600-003,35.170159,128.987475,경부선철로변(103),부산광역시 사상구 백양대로703번길,부산광역시 사상구 덕포동 285-1,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-600-004,35.169674,128.987377,경부선철로변(99-2),부산광역시 사상구 백양대로703번길,부산광역시 사상구 덕포동 99-2,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-600-005,35.171004,128.981304,덕포한내마을,부산광역시 사상구,부산광역시 사상구 덕포동 422-4,전일,24시간,1월~12월,전일:4만원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-610-001,35.173395,128.985131,덕포양수장일원,부산광역시 사상구 삼덕로74번길,부산광역시 사상구 덕포동 415-1,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-610-002,35.172478,128.987076,한일시멘트옆,부산광역시 사상구,부산광역시 사상구 덕포동 412-3,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-610-003,35.174671,128.990622,덕상초등학교주변,부산광역시 사상구 덕상로,부산광역시 사상구 덕포동 775-1,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-610-004,35.172658,128.981624,덕포시장주변,부산광역시 사상구 삼덕로46번길,부산광역시 사상구 덕포동 419-2,전일,24시간,1월~12월,전일:4만원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-610-005,35.172808,128.992382,공고길주변,부산광역시 사상구 백양대로768번길,부산광역시 사상구 덕포동 45,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-620-001,35.163833,128.985579,어린이놀이터주변,부산광역시 사상구,부산광역시 사상구 괘법동 537-2,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-620-002,35.1678841,128.9813839,한신1차아파트옆,부산광역시 사상구,부산광역시 사상구 괘법동 516-56,전일,24시간,1월~12월,전일:4만원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-620-003,35.159568,128.988921,구 일자표연탄옆,부산광역시 사상구 사상로148번길,부산광역시 사상구 괘법동 511-2,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
26530-620-004,35.1658936,128.9888342,운산길주거지주차장,부산광역시 사상구,부산광역시 사상구 괘법동 456,야간,19:00~익일08:00,1월~12월,야간:2만2천원,"①1,000cc이하의 경형자동차 ②장애인 유공자 ③요일제 참여자",지로납부+무통장입금+계좌이체,,2019-01-01,2019-12-31,방문,1)신청서 2)자동차등록증 3)할인대상자 증명서 등,051-310-4501,부산광역시 사상구청,2019-03-29
