주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
163-1-000037,주안1동제5노상주차장,공영,노상,인천광역시 미추홀구 주안중로16번길(주안동),인천광역시 미추홀구 주안동 271-14,29,2,미시행,평일,9:00,17:00,9:00,17:00,9:00,17:00,유료,30,600,15,300,300,6000,60000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.459714,126.684647,2018-08-28,3510500,인천광역시 미추홀구
163-1-000038,주안5동제2노상주차장,공영,노상,인천광역시 미추홀구 주염로 58(주안동),인천광역시 미추홀구 주안동 17,83,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,24시간 운영,인천광역시 미추홀구 시설관리공단,032-891-6091,37.469963,126.684378,2018-08-28,3510500,인천광역시 미추홀구
163-1-000039,주안5동제3노상주차장,공영,노상,인천광역시 미추홀구 염창로 43(주안동),인천광역시 미추홀구 주안동 25-81,92,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.466142,126.678792,2018-08-28,3510500,인천광역시 미추홀구
163-1-000040,주안5동제4노상주차장,공영,노상,인천광역시 미추홀구 염창로 58(주안동),인천광역시 미추홀구 주안동 30-3,30,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.465565,126.680276,2018-08-28,3510500,인천광역시 미추홀구
163-1-000041,주안5동제5노상주차장,공영,노상,인천광역시 미추홀구 염창로 70,인천광역시 미추홀구 주안동 43-1,23,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4651055,126.6815609,2018-08-28,3510500,인천광역시 미추홀구
163-1-000042,주안6동제1노상주차장,공영,노상,인천광역시 미추홀구 경원대로864번길24,인천광역시 미추홀구 주안동 950,20,2,미시행,평일+토요일,9:00,20:00,9:00,20:00,9:00,20:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4599749,126.6931417,2018-08-28,3510500,인천광역시 미추홀구
163-1-000043,주안6동제2노상주차장,공영,노상,인천광역시 미추홀구 석바위로 120,인천광역시 미추홀구 주안동 995,36,2,미시행,평일+토요일,9:00,20:00,9:00,20:00,9:00,20:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4597337,126.688454,2018-08-28,3510500,인천광역시 미추홀구
163-1-000044,주안7동제1노상주차장,공영,노상,인천광역시 미추홀구 인하로266번길5,인천광역시 미추홀구 주안동 1315-1,32,1,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,1000,15,500,300,10000,100000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4475576,126.6787023,2018-08-28,3510500,인천광역시 미추홀구
163-2-000052,주안4동제5노외주차장,공영,노외,인천광역시 미추홀구 인주대로407번길 45(주안동),인천광역시 미추홀구 주안동 1474-62,8,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.453514,126.681849,2018-08-28,3510500,인천광역시 미추홀구
163-2-000053,주안4동제6노외주차장,공영,노외,인천광역시 미추홀구 동주길42번길 21(주안동),인천광역시 미추홀구 주안동 1511-38,4,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.453177,126.685958,2018-08-28,3510500,인천광역시 미추홀구
163-2-000054,주안4동제7노외주차장,공영,노외,인천광역시 미추홀구 미추홀대로646번길 70(주안동),인천광역시 미추홀구 주안동 415-24,4,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.454805,126.683932,2018-08-28,3510500,인천광역시 미추홀구
163-2-000055,주안6동제1노외주차장,공영,노외,인천광역시 미추홀구 경원대로858번길 18(주안동),인천광역시 미추홀구 주안동 951-5,21,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.459153,126.690596,2018-08-28,3510500,인천광역시 미추홀구
163-2-000056,주안6동제2노외주차장,공영,노외,인천광역시 미추홀구 석산로 8(주안동),인천광역시 미추홀구 주안동 45,31,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,300,6000,60000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.464293,126.694017,2018-08-28,3510500,인천광역시 미추홀구
163-2-000057,주안6동제3노외주차장,공영,노외,인천광역시 미추홀구 경원대로897번길 57(주안동),인천광역시 미추홀구 주안동 53-14,72,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,300,6000,60000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.463069,126.686476,2018-08-28,3510500,인천광역시 미추홀구
163-2-000058,주안6동제4노외주차장,공영,노외,인천광역시 미추홀구 경인로471번길 20(주안동),인천광역시 미추홀구 주안동 924-25,43,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.459804,126.691762,2018-08-28,3510500,인천광역시 미추홀구
163-2-000059,주안7동제1노외주차장,공영,노외,인천광역시 미추홀구 신기길30번길 32(주안동),인천광역시 미추홀구 주안동 854-45,28,3,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,400,15,200,300,4000,40000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.446978,126.674863,2018-08-28,3510500,인천광역시 미추홀구
163-2-000060,주안7동제2노외주차장,공영,노외,인천광역시 미추홀구 인하로248번길 55(주안동),인천광역시 미추홀구 주안동 1336-30,17,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,카드+현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.4454403,126.6757324,2018-08-28,3510500,인천광역시 미추홀구
163-2-000061,주안7동제3노외주차장,공영,노외,인천광역시 미추홀구 미추홀대로 547(주안동),인천광역시 미추홀구 주안동 1271-8,147,2,미시행,평일+토요일+공휴일,9:00,0:00,9:00,0:00,9:00,0:00,유료,30,600,15,300,300,6000,60000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.446366,126.678244,2018-08-28,3510500,인천광역시 미추홀구
163-2-000062,주안8동제1노외주차장,공영,노외,인천광역시 미추홀구 인하로 403(주안동),인천광역시 미추홀구 주안동 1498-6,29,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.447928,126.685594,2018-08-28,3510500,인천광역시 미추홀구
163-2-000063,주안8동제2노외주차장,공영,노외,인천광역시 미추홀구 경원대로652번길 19-21(주안동),인천광역시 미추홀구 주안동 1465-13,33,3,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,400,15,200,300,4000,40000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.449212,126.680294,2018-08-28,3510500,인천광역시 미추홀구
163-2-000064,관교동제1노외주차장,공영,노외,인천광역시 미추홀구 인하로 403(관교동),인천광역시 미추홀구 관교동 321-13,11,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.447379,126.692811,2018-08-28,3510500,인천광역시 미추홀구
163-2-000065,관교동제2노외주차장,공영,노외,인천광역시 미추홀구 경원대로652번길 19-21(관교동),인천광역시 미추홀구 관교동 495,64,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.4422627,126.693693,2018-08-28,3510500,인천광역시 미추홀구
163-2-000066,문학동제1노외주차장,공영,노외,인천광역시 미추홀구 미추홀대로 486-16(문학동),인천광역시 미추홀구 문학동 331-5,15,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.440521,126.679025,2018-08-28,3510500,인천광역시 미추홀구
163-2-000067,문학동제3노외주차장,공영,노외,인천광역시 미추홀구 소성로350번길 18-22(문학동),인천광역시 미추홀구 문학동 392-2,28,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.436622,126.685306,2018-08-28,3510500,인천광역시 미추홀구
163-2-000068,문학동제4노외주차장,공영,노외,인천광역시 미추홀구 매소홀로 576번길 13(문학동),인천광역시 미추홀구 문학동 383-4,25,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.438038,126.686272,2018-08-28,3510500,인천광역시 미추홀구
163-2-000001,"숭의1,3동제1노외주차장",공영,노외,인천광역시 미추홀구 석정로64번길 30(숭의동),인천광역시 미추홀구 숭의동 160-72,3,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.464745,126.645396,2018-08-28,3510500,인천광역시 미추홀구
163-2-000002,"숭의1,3동제2노외주차장",공영,노외,인천광역시 미추홀구 새천년로 5번길 20-3(숭의동),인천광역시 미추홀구 숭의동 139-3,10,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.470053,126.647225,2018-08-28,3510500,인천광역시 미추홀구
163-2-000003,"숭의1,3동제4노외주차장",공영,노외,인천광역시 미추홀구 경인로 51번길 21(숭의동),인천광역시 미추홀구 숭의동 129-34,43,3,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,400,15,200,300,4000,40000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.466469,126.648388,2018-08-28,3510500,인천광역시 미추홀구
163-2-000004,숭의2동제2노외주차장,공영,노외,인천광역시 미추홀구 미추로35번길 5(숭의동),인천광역시 미추홀구 숭의동 165-23,14,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.463986,126.646674,2018-08-28,3510500,인천광역시 미추홀구
163-2-000005,숭의2동제3노외주차장,공영,노외,인천광역시 미추홀구 미추로36번길 57 (숭의동),인천광역시 미추홀구 숭의동 176-16,10,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.465404,126.649842,2018-08-28,3510500,인천광역시 미추홀구
163-2-000006,숭의2동제4노외주차장,공영,노외,인천광역시 미추홀구 독배로492번길 16(숭의동),인천광역시 미추홀구 숭의동 169-11,21,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.462676,126.645112,2018-08-28,3510500,인천광역시 미추홀구
163-2-000007,남구청사부설주차장,공영,노외,인천광역시 미추홀구 독정이로 95(숭의동),인천광역시 미추홀구 숭의동 131-1,207,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.464389,126.650415,2018-08-28,3510500,인천광역시 미추홀구
163-2-000008,숭의2동제7노외주차장,공영,노외,인천광역시 미추홀구 경인로 42번길 45,인천광역시 미추홀구  숭의동 131-52,159,3,미시행,평일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,나눔주차장,인천광역시 미추홀구 시설관리공단,032-891-6091,37.462841,126.649311,2018-08-28,3510500,인천광역시 미추홀구
163-2-000009,숭의4동제1노외주차장,공영,노외,인천광역시 미추홀구 수봉남로17번길 40-3 (숭의동),인천광역시 미추홀구 숭의동 248-226,16,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.459959,126.655186,2018-08-28,3510500,인천광역시 미추홀구
163-2-000010,숭의4동제2노외주차장,공영,노외,인천광역시 미추홀구 독정이로88번길 13(숭의동),인천광역시 미추홀구 숭의동 228-9,17,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.464295,126.651745,2018-08-28,3510500,인천광역시 미추홀구
163-2-000011,숭의4동제4노외주차장,공영,노외,인천광역시 미추홀구 독정안길94번길 17-12(숭의동),인천광역시 미추홀구 숭의동 248-79,6,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.462154,126.653805,2018-08-28,3510500,인천광역시 미추홀구
163-2-000012,숭의4동제5노외주차장,공영,노외,인천광역시 미추홀구 경인로144번길 25-19(숭의동),인천광역시 미추홀구 숭의동 2-1,42,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.465848,126.659265,2018-08-28,3510500,인천광역시 미추홀구
163-2-000013,"용현1,4동제2노외주차장",공영,노외,인천광역시 미추홀구 수봉남로6번길 93(용현동),인천광역시 미추홀구 용현동 121-3,32,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.456221,126.660845,2018-08-28,3510500,인천광역시 미추홀구
163-2-000014,"용현1,4동제4노외주차장",공영,노외,인천광역시 미추홀구 인주대로185번길 7(용현동),인천광역시 미추홀구 용현동 128-3,29,3,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,400,15,200,300,4000,40000,현금,24시간 운영,인천광역시 미추홀구 시설관리공단,032-891-6091,37.456778,126.657342,2018-08-28,3510500,인천광역시 미추홀구
163-2-000015,"용현1,4동제5노외주차장",공영,노외,인천광역시 미추홀구 인주대로238번길 29(용현동),인천광역시 미추홀구 용현동 75-3,10,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.453277,126.662524,2018-08-28,3510500,인천광역시 미추홀구
163-2-000016,"용현1,4동제7노외주차장",공영,노외,인천광역시 미추홀구 재넘이길 129(용현동),인천광역시 미추홀구 용현동 86-1,30,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.449231,126.660404,2018-08-28,3510500,인천광역시 미추홀구
163-2-000017,"용현1,4동제9노외주차장",공영,노외,인천광역시 미추홀구 경인북길 279번길 17-5,인천광역시 미추홀구 용현동 53-1,11,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.456035,126.662862,2018-08-28,3510500,인천광역시 미추홀구
163-2-000018,"용현1,4동제10노외주차장",공영,노외,인천광역시 미추홀구 인주대로266번길17-1,인천광역시 미추홀구 용현동 4-2,20,2,미시행,평일,9:00,17:00,9:00,17:00,9:00,17:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4517548,126.6658834,2018-08-28,3510500,인천광역시 미추홀구
163-2-000019,용현3동제1노외주차장,공영,노외,인천광역시 미추홀구 용삼길23번길 8(용현동),인천광역시 미추홀구 용현동 453-5,39,3,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,400,15,200,300,4000,40000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.458996,126.651419,2018-08-28,3510500,인천광역시 미추홀구
163-2-000020,용현3동제2노외주차장,공영,노외,인천광역시 미추홀구 인주대로 119-1 (용현동),인천광역시 미추홀구 용현동 459-26,24,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.457795,126.650329,2018-08-28,3510500,인천광역시 미추홀구
163-2-000021,용현3동제3노외주차장,공영,노외,인천광역시 미추홀구 인주대로174번길 14(용현동),인천광역시 미추홀구 용현동 143-2,25,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.456007,126.656578,2018-08-28,3510500,인천광역시 미추홀구
163-2-000022,용현3동제7노외주차장,공영,노외,인천광역시 미추홀구 인주대로137번길 24-9(용현동),인천광역시 미추홀구 용현동 492-98,42,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.458631,126.652906,2018-08-28,3510500,인천광역시 미추홀구
163-2-000023,용현5동 토지금고시장노외주차장,공영,노외,인천광역시 미추홀구 낙섬중로32번길 21(용현동),인천광역시 미추홀구  용현동 617-100,21,2,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,600,15,300,300,6000,60000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.451841,126.638465,2018-08-28,3510500,인천광역시 미추홀구
163-2-000024,학익1동제1노외주차장,공영,노외,인천광역시 미추홀구 매소홀로401번길 28(학익동),인천광역시 미추홀구 학익동 252-16,43,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,300,6000,60000,현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.442258,126.666753,2018-08-28,3510500,인천광역시 미추홀구
163-2-000025,학익1동제2노외주차장,공영,노외,인천광역시 미추홀구 소성로 22(학익동),인천광역시 미추홀구  학익동 720-6,33,3,미시행,평일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,400,15,200,300,4000,40000,카드+현금,,인천광역시 미추홀구 시설관리공단,032-891-6091,37.448185,126.652155,2018-08-28,3510500,인천광역시 미추홀구
163-2-000026,학익1동제3노외주차장,공영,노외,인천광역시 미추홀구 소성로 72(학익동),인천광역시 미추홀구  학익동 413-1,6,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,150,300,3000,30000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.445309,126.6586626,2018-08-28,3510500,인천광역시 미추홀구
163-2-000027,학익2동제1노외주차장,공영,노외,인천광역시 미추홀구 재넘이길61번길 6(학익동),인천광역시 미추홀구  학익동 306-34,29,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.448686,126.663909,2018-08-28,3510500,인천광역시 미추홀구
163-2-000028,학익2동제3노외주차장,공영,노외,인천광역시 미추홀구 재넘이길29번길 75-2(학익동),인천광역시 미추홀구 학익동 312-11,12,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.445588,126.664154,2018-08-28,3510500,인천광역시 미추홀구
163-2-000029,학익2동제4노외주차장,공영,노외,인천광역시 미추홀구 재넘이길29번길 62(학익동),인천광역시 미추홀구  학익동 312-86,10,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.446126,126.663822,2018-08-28,3510500,인천광역시 미추홀구
163-2-000030,학익2동제5노외주차장,공영,노외,인천광역시 미추홀구 재넘이길39번길 38(학익동),인천광역시 미추홀구  학익동 306-23,12,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.447458,126.6645632,2018-08-28,3510500,인천광역시 미추홀구
163-2-000031,학익2동제6노외주차장,공영,노외,인천광역시 미추홀구 한나루로421번길 42(학익동),인천광역시 미추홀구  학익동 306-125,40,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.447141,126.663817,2018-08-28,3510500,인천광역시 미추홀구
163-2-000032,도화1동제1노외주차장,공영,노외,인천광역시 미추홀구 경인로252번길 37(도화동),인천광역시 미추홀구 도화동 538,15,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.462616,126.9462785,2018-08-28,3510500,인천광역시 미추홀구
163-2-000033,도화1동제2노외주차장,공영,노외,인천광역시 미추홀구 경인로234번길 8(도화동),인천광역시 미추홀구  도화동 596-3,7,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.464931,126.667867,2018-08-28,3510500,인천광역시 미추홀구
163-2-000034,도화1동제4노외주차장,공영,노외,인천광역시 미추홀구 경인로 230-34 (도화동),인천광역시 미추홀구  도화동 597-122,89,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.464848,126.667404,2018-08-28,3510500,인천광역시 미추홀구
163-2-000035,"도화2,3동제4노외주차장",공영,노외,인천광역시 미추홀구 숙골로43번길 79(도화동),인천광역시 미추홀구 도화동 92-10,27,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.467864,126.661599,2018-08-28,3510500,인천광역시 미추홀구
163-2-000036,주안1동제1노외주차장,공영,노외,인천광역시 미추홀구 주안로 69(주안동),인천광역시 미추홀구 주안동 263-2,36,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,300,6000,60000,카드+현금,민간위탁(24시간운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.465142,126.677287,2018-08-28,3510500,인천광역시 미추홀구
163-2-000037,주안2동제1노외주차장,공영,노외,인천광역시 미추홀구 남주길43번길 14-29(주안동),인천광역시 미추홀구 주안동 594-30,20,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.4546282,126.673108,2018-08-28,3510500,인천광역시 미추홀구
163-2-000038,주안2동제4노외주차장,공영,노외,인천광역시 미추홀구 한나루로516번길 102(주안동),인천광역시 미추홀구 주안동 1423-10,11,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.453166,126.673843,2018-08-28,3510500,인천광역시 미추홀구
163-2-000039,주안2동제5노외주차장,공영,노외,인천광역시 미추홀구 남주길122번길 23(주안동),인천광역시 미추홀구 주안동 513-6,94,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.453999,126.677341,2018-08-28,3510500,인천광역시 미추홀구
163-2-000040,주안2동제6노외주차장,공영,노외,인천광역시 미추홀구 남주길11번길 30-3 (주안동),인천광역시 미추홀구 주안동 599-7,20,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.456348,126.670974,2018-08-28,3510500,인천광역시 미추홀구
163-2-000041,주안2동제7노외주차장,공영,노외,인천광역시 미추홀구 제일로40번길 93-17(주안동),인천광역시 미추홀구 주안동 557-21,26,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.455638,126.675003,2018-08-28,3510500,인천광역시 미추홀구
163-2-000042,주안2동제8노외주차장,공영,노외,인천광역시 미추홀구 인주대로319번길 33(주안동),인천광역시 미추홀구 주안동 704-1,37,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,400,15,200,300,4000,40000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.454371,126.671744,2018-08-28,3510500,인천광역시 미추홀구
